titulo;autor;texto
MARINA - I;Joao de Deus;"APPARIÇÃO
Como esse olhar é dôce!
Dôce da mesma sorte
Como se nunca fosse
Toldado pela morte:
Como se alumiasse
O sol ainda em vida
As rosas d'essa face...
Agora carcomida.
Colhesse-as eu mais cedo
E logo que alvorece;
Já não tivesse medo
Que a terra m'as comesse.
Mas pura, como a neve
Que ás vezes cahe na serra,
É que a nossa alma deve
Tambem voar da terra.
Gelasse a morte fria
A mão profanadora
Que te ennublasse um dia
A luz que dás agora.
É n'essa côr tão linda,
Rosa da madrugada!
Que sinto a alma ainda
Andar-me enfeitiçada.
Se um dia nos meus braços
Te desbotasse as côres,
Passavam os abraços...
Passavam os amores!
Oh! não: mil vezes antes
No céo lá onde habitas,
E os rapidos instantes
Que vens e me visitas
N'este degredo nosso,
Que tanta gente estima,
E eu, só porque não posso,
Não largo e vou lá cima."
N'UM ALBUM;Joao de Deus;"Pedindo-se ao author uma poesia
Não me admira a mim que o sol, monarcha
De indisputavel throno, e throno eterno
        Em céo e terra e mar;
Que em seu imperio o mundo inteiro abarca
Abaixe á pobre flôr seu dôce e terno,
        Mavioso olhar.
Não me admira a mim que a crystallina,
Tão pura, onda do mar, que espelha a face
        Do astro creador,
Que essas asperas rochas cava e mina,
Á praia toda languida se abrace
        E toda amor!
Mas sendo vós um sêr mais precioso
Do que onda e sol—um anjo de poesia"
BEIJO NA FACE;Joao de Deus;"Pede-se e dá-se:
    Dá?
Que custa um beijo?
Não tenha pejo:"
RESPOSTA;Joao de Deus;"A A. DO QUENTAL
Em fumo se vai tudo, amigo! Olhando
Para as nuvens do céo, nuvens d'aquellas,
E parece-me ainda que mais bellas,
Anda a gente fazendo e desmanchando.
Dá-me uma saudade em me lembrando
O bello tempo que passei com ellas,
Por essa immensa abobada de estrellas,
Por esse mar de fogo viajando...
Andasse ainda eu lá, que não me havia
De vêr por estes charcos atolado,
Onde nem sol nem lua me alumia.
Andasse ainda eu lá, desenganado
Mesmo já como estou de achar um dia
A patria d'aonde ando desterrado.
Pois se o homem, se anjo e nume,
    Planta e flôr,
Dá seu canto, luz, perfume,
    Crença e amor;
Pois se tudo sobre a terra
    Que ame alguem,
Rosa ou espinho, quanto encerra
    Dá, se o tem;
Se os carvalhos, nus, medonhos,"
FLÔR E BORBOLETA;Joao de Deus;Tu vôas, borboleta! e que eu não possa
REMOINHO;Joao de Deus;"Olha como embrulhado
Que está ainda o céo
E o chão, como ensopado
Da agua que choveu...
Foi um diluvio d'agua;
E o furacão, que fez,
Emilia! até dá mágoa
Tantos estragos: vês?
Esta infeliz víuva,
Foi-lhe o telhado ao ar;
Depois, já nem da chuva
Tinha onde se abrigar.
De mais a mais sósinha,
Sem ter nenhum dos seus
Aqui ao pé; ceguinha...
Bemdito seja Deus!
Além n'aquelle serro
Parece que raspou
Com uma pá de ferro
A terra que encontrou.
Nem um só pé de trigo
És lá capaz de vêr.
Já eu disse commigo:
Como póde isto ser?
As arvores arranca
O vento muito bem;
Serve-lhe de alavanca
A rama que ellas tem."
FABULA;Joao de Deus;"Um dia os deuses, cada qual uma arvore,
Á sua guarda consagraram: Jupiter
Esse o carvalho, a murta Venus, Hercules
Lá esse o alemo, e o loureiro Apollo.
Vendo-as Minerva todas infructiferas:
Que é isto? exclama. Jupiter acode-lhe:
Senão, diriam, filha! que as guardavamos
Só pelo fructo.—Que me importa digam-no;
É pelo fructo que a oliveira escolho.
Minerva! brada o pai d'homens e deuses,
És quem, de todos, sabes mais sem duvida;
No que não luza... mal fundada gloria.
Honra sem proveito
Faz mal ao peito.
Phedro."
BOAS NOITES;Joao de Deus;"Estava uma lavadeira
A lavar n'uma ribeira,
Quando chega um caçador.
—Boas tardes, lavadeira!
—Boas tardes, caçador!
—Sumiu-se-me a perdigueira
Alli n'aquella ladeira,
Não me fazeis o favor
De me dizer se a bréjeira
Passou aqui a ribeira?
—Olhai que d'essa maneira
Até um dia, senhor,
Perdereis a caçadeira,
Que ainda é perda maior.
—Que me importa, lavadeira!
Aqui na minha algibeira
Trago dobrado valor.
Assim eu fôra senhor
De levar a vida inteira
Só a vêr o meu amor
Lavar roupa na ribeira...
—Talvez que fosse melhor,"
GASPAR;Joao de Deus;"Ora se não sei eu quem foi teu pai!
Fidalgo: sei perfeitamente bem.
O que eu não sei, Gaspar! é o que vem
N'esta vida fazer quem já lá vai.
Já se vê que é aos paes que a gente sái.
Tal pai, tal filho; sim, duvída alguem
Que um pai se é como o teu, homem de bem,
Tu és homem de bem como teu pai?
D'isto não ha quem possa duvidar.
Mas queres um conselho que eu te dou?
Não mexas n'isso... cala-te, Gaspar!
Que eu, cá por mim, bem sabes como eu sou,
Mas é que outro talvez mande tirar
Certidão de baptismo a teu avô.
Deixa que ao romper d'alva o cravo abrindo,
        Á rosa envie o aroma;
E lá quando alta noite a lua assoma,
        O rouxinol carpindo!
Que pela face a lagrima resvale
        De quem no exilio geme;
E quando a propria sombra o homem teme,
        Que a mãi seu filho embale.
Deixa que ao espaço immenso os olhos lance
        O sol antes que expire;
Que pelo norte a bussola suspire
        E nelle só descance.
Amam leões e tigres. Não ha nada,
        Anjo! que a amor se esconda.
Beija a pomba o seu par; e abraça a onda
        A rocha inanimada.
Deixa que a nuvem negra tolde a lua
        Se a leva a tempestade;
Deixa que eu te ame a ti, cara metade,
        D'esta alma toda tua!"
CARTA;Joao de Deus;"Maria! vêr-te á porta a fazer meia,
Olhando para mim de vez em quando,
É o que n'esta vida me recreia.
Acordo até de noite suspirando
Por que rompa a manhã e tenha o gosto
De te vêr já tão cedo trabalhando.
Desde pela manhã até sol-posto
Que não tens de descanço um só momento;
Por isso tens tão bella côr de rosto.
E eu pallido, Maria! O pensamento
Não é trabalho que nos dê saude,
Esta imaginação é um tormento.
Que bello tempo aquelle em quanto pude
Levar, como tu levas, todo o dia
N'essa vida chamada ingrata e rude!
Nunca soube o que foi melancolia,
Nunca provei as lagrimas salgadas
Com que a nossa alma as penas allivia;
Andava sim por essas cumiadas
Ao sol, á chuva, muita vez, sósinho,
Vendo os valles, das rochas escarpadas;
Descendo pelo córrego estreitinho,
De pontal em pontal, cortando o matto,
Pelas chapadas, fóra de caminho;
Mas não era que já o teu retrato
Me andasse a mim no coração impresso,
Onde hoje o trago no maior recato,
E um desengano teu que não mereço
Me tivesse tirado a fé tão dôce
D'alcançar algum dia o que appeteço.
Não foi, não, a paixão que assim me trouxe
Tão erradio a mim, digo a verdade
E nem eu te negava se assim fosse.
É que a gente na sua mocidade
Não cabe em si, não pára de contente,
E assim fui eu na flôr da minha idade.
Tu eras n'esse tempo simplesmente
A flôr que vai nascendo e mais valia
Seres tão tenra ainda e innocente.
Já esse lindo pé que tens, Maria!
Esse quadril tão largo, e cinta estreita,
Me não vinha á idéa noite e dia;
Esses encontros de mulher perfeita,
Esse peito redondo e arqueado
Como o de pomba farta e satisfeita.
Talvez vivesse então mais socegado,
Ou já que minha sorte é sempre triste
Ao menos não andasse enfeitiçado.
Esse bello pescoço, não existe
Outro assim torneado: o rosto é lindo
E a tão meiga expressão ninguem resiste.
A bocca é tão vermelha que, em te rindo,
Lembra-me uma romã aberta ao meio
Quando já de madura está cahindo.
Esses olhos azues... que olhar! Receio
E desejo estar sempre a contemplal-o;
Não ha mais dôce e mais custoso enleio:
Eu não oiço fallar então, nem fallo
De enlevado que estou e, juntamente,
Gemendo e abafando os ais que exhalo.
Oh nuvem da manhã resplandecente,
Manto real de sêda delicada,
Cada fio um grilhão que prende a gente.
Bem podias, Maria! andar tapada
Só com o teu cabello, á semelhança
Do sol em nuvem de manhã doirada.
É tudo encantador. A gente cança,
Cança de estar olhando e sempre vendo
Um novo encanto a cada olhar que lança.
E se essa linda voz nos sái dizendo
As mimosas palavras que costuma,
Sente-se a gente logo derretendo;
Que além d'um rosto tão perfeito, em summa
Coube-te em sorte um coração perfeito
E em ti não ha, Maria! falta alguma.
Oh que ditoso, alegre e satisfeito
Não viverá o homem que algum dia
Sentir pular-te o coração no peito,
E que em deliciosissima agonia,
Vendo-te já os olhos desmaiando
Como desmaia o céo á luz do dia,
Nas azas da ventura atravessando
Os espaços d'um extasi ineffavel
Abraçado comtigo fôr voando
Lá para onde tudo é bello e estavel!
—Dá-me esse jasmim de cera,
      Minha flôr?
—Mas e depois se lh'o dera,
      Meu senhor?
—Depois? era uma lembrança.
      —Mas de quê?
—D'uma tão linda criança,
      Já se vê.
—Oh tão linda! Mas, parece,
      Sendo assim,
Que inda quando lhe não désse
      Tal jasmim...
—Não me esquecia, de certo.
      —Nunca já?
—Nunca.—Nunca, é muito incerto,
      Mas... vá lá.
—E a rosa, que bem lhe fica,
      Dá-m'a, flôr?
—Oh a rosa, a rosa pica,
      Meu senhor!"
MARGARIDA;Joao de Deus;"Oh que formosos dias, Margarida!
Esses da tua vida;
E que nublados
Meus dias desgraçados!
Nasci tambem assim risonho e meigo,
Mas hoje apenas chego
O calix da ventura
Á bocca ancioso,
Torna-se a agua impura
E o liquido que bebo"
NO LEITO NUPCIAL;Joao de Deus;Dorme, estatua de neve,
A MINHA MÃI;Joao de Deus;"Patria! berço d'amor, que a alma embala
Em quanto a luz vital nos illumina,
E onde só descançado se reclina
Quem, longe d'ella, dôr contínua rala...
Se n'essa essencia, mãi! que a flôr exhala
Na essencia d'uma flôr d'essa collina,
Vês lagrimas d'amor que dentro a mina,
Com saudades de quem do céo lhe falla:
Se quando, o céo buscando, o fumo ondeia,
Quando esse valle o sol deixa indeciso,
Vês como fumo e flôr aspira, anceia
Um pai, um Deus, um céo, um paraiso,
Ah! tendo eu tudo, tudo, em minha aldeia,
Vê tu se labio meu desfolha um riso!"
BEATRIZ;Joao de Deus;"Tu és o cheiro que exhala
Ao ir-se abrindo uma flôr,
Tu és o collo que embala
Suas primicias d'amor.
Tu és um beijo materno,
Tu és um riso infantil;
Sol entre as nuvens do inverno,
Rosa entre as flôres d'abril.
Tu és a rosa de maio,
Tu és a flammula azul,
Que atam á flecha do raio
As nuvens negras do sul.
Tu és a nuvem d'agosto,
Meu alvo vello de lã!
Tu és a luz do sol-posto,
Tu és a luz da manhã.
Tu és a timida corça
Que mal se deixa avistar;
Tu és a trança que a força
Do vento leva no ar.
És a perola que salta
Do niveo calix da flôr;
És o aljofar que esmalta"
INNOCENCIA;Joao de Deus;"Encolhe as azas, que te abrazas, louca!
O fogo mata a quem o gera, attende;
Foge e, se a vida te aborrece, estende
Um braço aos anjos, que a distancia é pouca.
Porque uma nuvem, onda transitoria
Do mar immenso, vem pousar na serra,
Não fica a nuvem pertencendo á terra:
Tu és o anjo que desceu da gloria.
Estranhas forças para ti me attrahem;
E ás vezes cedo, tua cinta enleio;
Teus olhos beijo; mas, contemplo o seio,
Tua alma dorme, e os meus braços cahem...
Desfallecidos, flôr celestial!
Como ante um berço cahe a foice erguida,
Se ha n'elle mais do que uma simples vida,
Se ha innocencia que mil vidas val.
Oh! não: teus labios o meu fel não provem:
Outros os lirios d'essa face esmaguem;
D'outros mãos impias teu sorriso apaguem,
Em quanto os labios tuas graças louvem.
Já no meu berço d'innocencia pude
Pesar as joias, que hoje em vão te invejo:
Provei os favos de illibado pejo,
Sei o que perde quem o vicio illude.
Alcantil ingreme, onde o raio é certo,
Contém mais seiva, que inda o musgo cria:
Quanto de fertil em nossa alma havia
Só deixa o ermo da saudade aberto.
Cahir no abysmo de intimos pezares
D'essas alturas onde mal te vejo,
O ponto estava derreter n'um beijo
O fio de oiro que te manda aos ares.
N'esses dois cofres, n'esse collo aonde
Tantas riquezas enterrei ciumento
(E que alta noite vela o pensamento
Pelo crystal que o coração te esconde)
Em oiro em barra, fina prata e quanto
Coalha o vasto e opulento Oriente,
Fôra em ruinas encontrar sómente
Carvão, se um dia te quebrasse o encanto.
Casta innocencia, de Deus filha e bella
Entre as mais bellas! virginal aroma!
Rosa ineffavel, que, se á luz assoma,
Haste e raiz apodreceu com ella!
Sol, que uma vez em nossa vida passas!
Flôr, que uma e neutra, como Deus, não gera;
Que se abre morre, mas sem prole, inteira
Com todo o côro das virgineas graças:
Ao vêr-te, embora meu olhar te envia
O impio incenso de Nadab, ajoelho...
Rosa da face e, não só rosa, espelho
Da face occulta de quem espalha o dia!
Se por teus membros orvalhadas flôres
Prodigas mãos da formosura entornam,
Flôres mais bellas o teu seio adornam...
Vós, lirios d'alma, virginaes amores!
O céo me encanta, como encanta o inferno.
Mysterio... espaço... mente exploradora!
Morre nas mãos o que a nossa alma adora
—Vago, impalpavel, infinito, eterno!
Evora."
A ESCRIPTURA SAGRADA;Joao de Deus;"Lá diz que uma mulher má
Não ha fera, não ha nada
Peor no mundo: e não ha.
Uma lá da minha aldeia,
Que era muito impertinente,
Muito má (e muito feia)
Morre um dia de repente.
Morreu; desgraçadamente
Mais tarde do que devia;
Mas em summa toda a gente
Teve a maior alegria.
Passados annos (é boa!)
Foi-lhe preciso ao coveiro
Abrir a cova, e achou-a
Ainda de corpo inteiro,
Ainda rosas na face,
Ainda signaes de vida...
Milagre! coisa sabida;
Pois mais fresca que uma alface
Ha tanto tempo enterrada,
Devendo estar reduzida
A pó, terra, cinza e nada...
Vem dar parte; e corre a vêl-a
O povo atraz do prior;
E passam logo a trazel-a
Em cima do seu andor
E a pol-a n'uma capella
De grande veneração;
(Elles ás costas com ella,
E elle a cantar canto-chão;)
Mas seja lá o que fôr,
O que é certo e mais que certo
É que santa como aquella
E nem de mais devoção,
Não ha por alli tão perto.
E dizem que não ha santos
Como nos tempos passados!
E cá opinião minha
Que muitos (quantos e quantos!)
Que ahi morrem desprezados,
Se não são canonisados
É que está cheia a Folhinha."
A UM NUNO;Joao de Deus;"Provando a existencia de Deus a pobres camponezes
Ora a provar que ha Deus, Nuno! isso é teima:
Pois ha alguma ovelha no rebanho
Que não saiba que só a mão suprema
Creava um animal d'esse tamanho!"
A ***;Joao de Deus;"Pois se como sempre fomos
      Somos
Pétalas da mesma flôr,
E o que eu sinto, ou eu me illudo,
      Tudo
Tambem sentes, gosto e dôr;
Que te arraza os olhos d'agua?
      Magua
Em que eu não deva tocar?
Oh! mas se ha quem a suavise,
      Dize,"
LUZ DA FÉ;Joao de Deus;"Tu, sol! já não me alegras
Como alegravas, não:"
RESPOSTA;Joao de Deus;"A A. DO QUENTAL
Tal é a confiança que te inspira
Estes reis, estes povos, esta gente,
Que é para o céo que appella e se retira
Tua alma já de triste e descontente.
Mas Deus então seria ou impotente
Ou seria um Deus barbaro: mentira!
Não póde suspirar eternamente
Quem ha já tantos seculos suspira.
Vai ganhando terreno a luz brilhante,
Luz toda liberdade e toda amor
Que ha-de salvar o mundo agonisante.
A idéa, esse Verbo creador
Ha-de fazer que um dia e não distante
Só o nome de imperio inspire horror.
Meu casto lirio,
Terno delirio,
Gloria e martyrio
Do meu amor!
Amo-te como
A haste o gomo,
O labio o pomo
E o olho a flôr.
Se ao meu ouvido
Sôa um rugido
Do teu vestido,
Que ouço roçar;
Que som me vibra
Não sei que fibra
Que me equilibra
A mim no ar!
E que harpa santa
É que me encanta
E enche de tanta
Consolação,
Quando uma falla
Terna se exhala
D'onde se embala
Teu coração!
Quando te vejo
D'um simples beijo
Córar de pejo,
Mudar de côr,
Que susto é esse
Que me parece
Te empallidece,
Rosa d'amor!
Quando no leito,
Teu niveo peito
Sonho que estreito
E aperto ao meu;"
VENTURA;Joao de Deus;"O sol na marcha luminosa vôa
Lançando á terra magestoso olhar;
Passa cantando quem o ar povôa
E a praia abraça venturoso o mar.
No bosque o vento dôce canto entôa,
Ouvem-se em côro as multidões cantar;
Que a um só triste o coração lhe dôa,
Que eu seja o unico a soffrer, chorar...
Por ti, saudade... de quem vai tão perto
E a quem dos olhos e das mãos perdi
N'este tão ermo lugubre deserto!
Por ti, ventura... que uma vez senti;
Por ti, que ás vezes a meu peito aperto
E... o peito aperto sem te vêr a ti!
Evora."
ARIDA PALMA;Joao de Deus;"Tem seu licôr,
Tem como a alma
Tem seu amor;
Tem como a hera
Tem seu abril,
Tem como a fera
Tem seu covil.
Tem toda a planta
Que o sol queimou
Lagrima santa
Que a orvalhou,
E o passarinho
Que hontem nasceu
Lá tem seu ninho
Que a mãi lhe deu.
Só eu na magua
Do meu penar
Sou como a agua
Que anda no mar,
Sou como a onda
Que á busca vem
D'onde se esconda,
E onde, não tem!
Folha revolta
Que anda no chão,
Lagrima solta
Do coração;
Corpo sem vida,
Haste sem flôr,
Folha cahida
Do meu amor."
A UNS OLHOS AZUES;Joao de Deus;"Cahe a folha da rosa pudibunda,
Cahe a rosa da face virginal,
Cahe das nuvens a aguia moribunda,
Cahe o sol na montanha occidental.
Cahe a onda na praia, cahe do somno
O poeta na luz; e cahe das mãos
Dos despostas o sceptro, elles do throno,
Como a seus pés cahiram seus irmãos!
Cahe dos labios o riso; cahe dos olhos
A lagrima tambem, que d'alma sahe;
Cahe a rocha no mar, cahe nos abrolhos
A flôr de liz; de louro a folha cahe.
Cahe do céo a centelha incendiaria,
A nuvem cahe se um sopro Deus lhe dá,
Cahe ante o dia a noite solitaria
Como o falso Dagon ante Jehovah.
Cahe tudo, flôr! cahe tudo; eu só não cáio:
Mais do que um rei, que o sol, igual a Deus,
Cahir, mulher! só posso á luz d'um raio
Se elle cahir do céo dos olhos teus!
Luso."
HERESTA;Joao de Deus;"Que magua ou que receio
Dos olhos te desata
Aljofares de prata
No jaspe do teu seio?
Bem intima ser deve
A pena que te opprime,
Flôr tenra como o vime,
Flôr pura como a neve!
—Compunge-te isso, dóe-te"
